timestamp,action,package,version
2025-08-05 16:48:17,installed,libext2fs2t64,1.47.0-2.4~exp1ubuntu4
2025-08-05 16:48:17, installed, libext2fs2t64                                , 1.47.0-2.4~exp1ubuntu4
2025-08-05 16:48:17,installed,libgcc-s1,14-20240412-0ubuntu1
2025-08-05 16:48:17, installed, libgcc-s1                                    , 14-20240412-0ubuntu1
2025-08-05 16:48:17,installed,libgcrypt20,1.10.3-2build1
2025-08-05 16:48:17, installed, libgcrypt20                                  , 1.10.3-2build1
2025-08-05 16:48:17,installed,libgmp10,2:6.3.0+dfsg-2ubuntu6
2025-08-05 16:48:17, installed, libgmp10                                     , 2:6.3.0+dfsg-2ubuntu6
2025-08-05 16:48:17,installed,libgpg-error0,1.47-3build2
2025-08-05 16:48:17, installed, libgpg-error0                                , 1.47-3build2
2025-08-05 16:48:17,installed,liblz4-1,1.9.4-1build1
2025-08-05 16:48:17, installed, liblz4-1                                     , 1.9.4-1build1
2025-08-05 16:48:17,installed,liblzma5,5.6.1+really5.4.5-1
2025-08-05 16:48:17, installed, liblzma5                                     , 5.6.1+really5.4.5-1
2025-08-05 16:48:17,installed,libmd0,1.1.0-2build1
2025-08-05 16:48:17, installed, libmd0                                       , 1.1.0-2build1
2025-08-05 16:48:17,installed,libmount1,2.39.3-9ubuntu6
2025-08-05 16:48:17, installed, libmount1                                    , 2.39.3-9ubuntu6
2025-08-05 16:48:17,installed,libncursesw6,6.4+20240113-1ubuntu2
2025-08-05 16:48:17, installed, libncursesw6                                 , 6.4+20240113-1ubuntu2
2025-08-05 16:48:17,installed,libpam0g,1.5.3-5ubuntu5
2025-08-05 16:48:17, installed, libpam0g                                     , 1.5.3-5ubuntu5
2025-08-05 16:48:17,installed,libpcre2-8-0,10.42-4ubuntu2
2025-08-05 16:48:17, installed, libpcre2-8-0                                 , 10.42-4ubuntu2
2025-08-05 16:48:17,installed,libproc2-0,2:4.0.4-4ubuntu3
2025-08-05 16:48:17, installed, libproc2-0                                   , 2:4.0.4-4ubuntu3
2025-08-05 16:48:17,installed,libselinux1,3.5-2ubuntu2
2025-08-05 16:48:17, installed, libselinux1                                  , 3.5-2ubuntu2
2025-08-05 16:48:17,installed,libsemanage-common,3.5-1build5
2025-08-05 16:48:17, installed, libsemanage-common                           , 3.5-1build5
2025-08-05 16:48:17,installed,libsepol2,3.5-2build1
2025-08-05 16:48:17, installed, libsepol2                                    , 3.5-2build1
2025-08-05 16:48:17,installed,libsmartcols1,2.39.3-9ubuntu6
2025-08-05 16:48:17, installed, libsmartcols1                                , 2.39.3-9ubuntu6
2025-08-05 16:48:17,installed,libss2,1.47.0-2.4~exp1ubuntu4
2025-08-05 16:48:17, installed, libss2                                       , 1.47.0-2.4~exp1ubuntu4
2025-08-05 16:48:17,installed,libssl3t64,3.0.13-0ubuntu3
2025-08-05 16:48:17, installed, libssl3t64                                   , 3.0.13-0ubuntu3
2025-08-05 16:48:17,installed,libsystemd0,255.4-1ubuntu8
2025-08-05 16:48:17, installed, libsystemd0                                  , 255.4-1ubuntu8
2025-08-05 16:48:17,installed,libtinfo6,6.4+20240113-1ubuntu2
2025-08-05 16:48:17, installed, libtinfo6                                    , 6.4+20240113-1ubuntu2
2025-08-05 16:48:17,installed,libudev1,255.4-1ubuntu8
2025-08-05 16:48:17, installed, libudev1                                     , 255.4-1ubuntu8
2025-08-05 16:48:17,installed,libuuid1,2.39.3-9ubuntu6
2025-08-05 16:48:17, installed, libuuid1                                     , 2.39.3-9ubuntu6
2025-08-05 16:48:17,installed,libzstd1,1.5.5+dfsg2-2build1
2025-08-05 16:48:17, installed, libzstd1                                     , 1.5.5+dfsg2-2build1
2025-08-05 16:48:17,installed,logsave,1.47.0-2.4~exp1ubuntu4
2025-08-05 16:48:17, installed, logsave                                      , 1.47.0-2.4~exp1ubuntu4
2025-08-05 16:48:17,installed,mawk,1.3.4.20240123-1build1
2025-08-05 16:48:17, installed, mawk                                         , 1.3.4.20240123-1build1
2025-08-05 16:48:17,installed,ncurses-base,6.4+20240113-1ubuntu2
2025-08-05 16:48:17, installed, ncurses-base                                 , 6.4+20240113-1ubuntu2
2025-08-05 16:48:17,installed,ncurses-bin,6.4+20240113-1ubuntu2
2025-08-05 16:48:17, installed, ncurses-bin                                  , 6.4+20240113-1ubuntu2
2025-08-05 16:48:17,installed,procps,2:4.0.4-4ubuntu3
2025-08-05 16:48:17, installed, procps                                       , 2:4.0.4-4ubuntu3
2025-08-05 16:48:17,installed,sed,4.9-2build1
2025-08-05 16:48:17, installed, sed                                          , 4.9-2build1
2025-08-05 16:48:17,installed,sensible-utils,0.0.22
2025-08-05 16:48:17, installed, sensible-utils                               , 0.0.22
2025-08-05 16:48:17,installed,sysvinit-utils,3.08-6ubuntu3
2025-08-05 16:48:17, installed, sysvinit-utils                               , 3.08-6ubuntu3
2025-08-05 16:48:17,installed,zlib1g,1:1.3.dfsg-3.1ubuntu2
2025-08-05 16:48:17, installed, zlib1g                                       , 1:1.3.dfsg-3.1ubuntu2
2025-08-05 16:48:18,installed,base-passwd,3.6.3build1
2025-08-05 16:48:18, installed, base-passwd                                  , 3.6.3build1
2025-08-05 16:48:18,installed,bsdutils,1:2.39.3-9ubuntu6
2025-08-05 16:48:18, installed, bsdutils                                     , 1:2.39.3-9ubuntu6
2025-08-05 16:48:18,installed,coreutils,9.4-3ubuntu6
2025-08-05 16:48:18, installed, coreutils                                    , 9.4-3ubuntu6
2025-08-05 16:48:18,installed,dash,0.5.12-6ubuntu5
2025-08-05 16:48:18, installed, dash                                         , 0.5.12-6ubuntu5
2025-08-05 16:48:18,installed,dpkg,1.22.6ubuntu6
2025-08-05 16:48:18, installed, dpkg                                         , 1.22.6ubuntu6
2025-08-05 16:48:18,installed,gzip,1.12-1ubuntu3
2025-08-05 16:48:18, installed, gzip                                         , 1.12-1ubuntu3
2025-08-05 16:48:18,installed,libc-bin,2.39-0ubuntu8
2025-08-05 16:48:18, installed, libc-bin                                     , 2.39-0ubuntu8
2025-08-05 16:48:18,installed,libpam-modules,1.5.3-5ubuntu5
2025-08-05 16:48:18, installed, libpam-modules                               , 1.5.3-5ubuntu5
2025-08-05 16:48:18,installed,libpam-modules-bin,1.5.3-5ubuntu5
2025-08-05 16:48:18, installed, libpam-modules-bin                           , 1.5.3-5ubuntu5
2025-08-05 16:48:18,installed,libpam-runtime,1.5.3-5ubuntu5
2025-08-05 16:48:18, installed, libpam-runtime                               , 1.5.3-5ubuntu5
2025-08-05 16:48:18,installed,libsemanage2,3.5-1build5
2025-08-05 16:48:18, installed, libsemanage2                                 , 3.5-1build5
2025-08-05 16:48:18,installed,login,1:4.13+dfsg1-4ubuntu3
2025-08-05 16:48:18, installed, login                                        , 1:4.13+dfsg1-4ubuntu3
2025-08-05 16:48:18,installed,mount,2.39.3-9ubuntu6
2025-08-05 16:48:18, installed, mount                                        , 2.39.3-9ubuntu6
2025-08-05 16:48:18,installed,passwd,1:4.13+dfsg1-4ubuntu3
2025-08-05 16:48:18, installed, passwd                                       , 1:4.13+dfsg1-4ubuntu3
2025-08-05 16:48:18,installed,perl-base,5.38.2-3.2build2
2025-08-05 16:48:18, installed, perl-base                                    , 5.38.2-3.2build2
2025-08-05 16:48:18,installed,tar,1.35+dfsg-3build1
2025-08-05 16:48:18, installed, tar                                          , 1.35+dfsg-3build1
2025-08-05 16:48:18,installed,util-linux,2.39.3-9ubuntu6
2025-08-05 16:48:18, installed, util-linux                                   , 2.39.3-9ubuntu6
2025-08-05 16:48:19,installed,libapparmor1,4.0.0-beta3-0ubuntu3
2025-08-05 16:48:19, installed, libapparmor1                                 , 4.0.0-beta3-0ubuntu3
2025-08-05 16:48:19,installed,libargon2-1,0~20190702+dfsg-4build1
2025-08-05 16:48:19, installed, libargon2-1                                  , 0~20190702+dfsg-4build1
2025-08-05 16:48:19,installed,libcryptsetup12,2:2.7.0-1ubuntu4
2025-08-05 16:48:19, installed, libcryptsetup12                              , 2:2.7.0-1ubuntu4
2025-08-05 16:48:19,installed,libdevmapper1.02.1,2:1.02.185-3ubuntu3
2025-08-05 16:48:19, installed, libdevmapper1.02.1                           , 2:1.02.185-3ubuntu3
2025-08-05 16:48:19,installed,libfdisk1,2.39.3-9ubuntu6
2025-08-05 16:48:19, installed, libfdisk1                                    , 2.39.3-9ubuntu6
2025-08-05 16:48:19,installed,libjson-c5,0.17-1build1
2025-08-05 16:48:19, installed, libjson-c5                                   , 0.17-1build1
2025-08-05 16:48:19,installed,libkmod2,31+20240202-2ubuntu7
2025-08-05 16:48:19, installed, libkmod2                                     , 31+20240202-2ubuntu7
2025-08-05 16:48:19,installed,libseccomp2,2.5.5-1ubuntu3
2025-08-05 16:48:19, installed, libseccomp2                                  , 2.5.5-1ubuntu3
2025-08-05 16:48:19,installed,libsystemd-shared,255.4-1ubuntu8
2025-08-05 16:48:19, installed, libsystemd-shared                            , 255.4-1ubuntu8
2025-08-05 16:48:19,installed,systemd-dev,255.4-1ubuntu8
2025-08-05 16:48:19, installed, systemd-dev                                  , 255.4-1ubuntu8
2025-08-05 16:48:20,installed,libc-bin,2.39-0ubuntu8
2025-08-05 16:48:20, installed, libc-bin                                     , 2.39-0ubuntu8
2025-08-05 16:48:20,installed,systemd,255.4-1ubuntu8
2025-08-05 16:48:20, installed, systemd                                      , 255.4-1ubuntu8
2025-08-05 16:48:20,installed,systemd-sysv,255.4-1ubuntu8
2025-08-05 16:48:20, installed, systemd-sysv                                 , 255.4-1ubuntu8
2025-08-05 16:48:21,installed,adduser,3.137ubuntu1
2025-08-05 16:48:21, installed, adduser                                      , 3.137ubuntu1
2025-08-05 16:48:21,installed,cron-daemon-common,3.0pl1-184ubuntu2
2025-08-05 16:48:21, installed, cron-daemon-common                           , 3.0pl1-184ubuntu2
2025-08-05 16:48:22,installed,libexpat1,2.6.1-2build1
2025-08-05 16:48:22, installed, libexpat1                                    , 2.6.1-2build1
2025-08-05 16:48:22,installed,libpython3.12-minimal,3.12.3-1
2025-08-05 16:48:22, installed, libpython3.12-minimal                        , 3.12.3-1
2025-08-05 16:48:23,installed,libc-bin,2.39-0ubuntu8
2025-08-05 16:48:23, installed, libc-bin                                     , 2.39-0ubuntu8
2025-08-05 16:48:23,installed,python3.12-minimal,3.12.3-1
2025-08-05 16:48:23, installed, python3.12-minimal                           , 3.12.3-1
2025-08-05 16:48:23,installed,systemd,255.4-1ubuntu8
2025-08-05 16:48:23, installed, systemd                                      , 255.4-1ubuntu8
2025-08-05 16:48:24,installed,python3-minimal,3.12.3-0ubuntu1
2025-08-05 16:48:24, installed, python3-minimal                              , 3.12.3-0ubuntu1
2025-08-05 16:48:30,installed,cron,3.0pl1-184ubuntu2
2025-08-05 16:48:30, installed, cron                                         , 3.0pl1-184ubuntu2
2025-08-05 16:48:30,installed,distro-info-data,0.60
2025-08-05 16:48:30, installed, distro-info-data                             , 0.60
2025-08-05 16:48:30,installed,init,1.66ubuntu1
2025-08-05 16:48:30, installed, init                                         , 1.66ubuntu1
2025-08-05 16:48:30,installed,kmod,31+20240202-2ubuntu7
2025-08-05 16:48:30, installed, kmod                                         , 31+20240202-2ubuntu7
2025-08-05 16:48:30,installed,krb5-locales,1.20.1-6ubuntu2
2025-08-05 16:48:30, installed, krb5-locales                                 , 1.20.1-6ubuntu2
2025-08-05 16:48:30,installed,less,590-2ubuntu2
2025-08-05 16:48:30, installed, less                                         , 590-2ubuntu2
2025-08-05 16:48:30,installed,libassuan0,2.5.6-1build1
2025-08-05 16:48:30, installed, libassuan0                                   , 2.5.6-1build1
2025-08-05 16:48:30,installed,libatm1t64,1:2.5.1-5.1build1
2025-08-05 16:48:30, installed, libatm1t64                                   , 1:2.5.1-5.1build1
2025-08-05 16:48:30,installed,libc-bin,2.39-0ubuntu8
2025-08-05 16:48:30, installed, libc-bin                                     , 2.39-0ubuntu8
2025-08-05 16:48:30,installed,libestr0,0.1.11-1build1
2025-08-05 16:48:30, installed, libestr0                                     , 0.1.11-1build1
2025-08-05 16:48:30,installed,libfastjson4,1.2304.0-1build1
2025-08-05 16:48:30, installed, libfastjson4                                 , 1.2304.0-1build1
2025-08-05 16:48:30,installed,libkeyutils1,1.6.3-3build1
2025-08-05 16:48:30, installed, libkeyutils1                                 , 1.6.3-3build1
2025-08-05 16:48:30,installed,libnpth0t64,1.6-3.1build1
2025-08-05 16:48:30, installed, libnpth0t64                                  , 1.6-3.1build1
2025-08-05 16:48:30,installed,libnss-systemd,255.4-1ubuntu8
2025-08-05 16:48:30, installed, libnss-systemd                               , 255.4-1ubuntu8
2025-08-05 16:48:30,installed,libsqlite3-0,3.45.1-1ubuntu2
2025-08-05 16:48:30, installed, libsqlite3-0                                 , 3.45.1-1ubuntu2
2025-08-05 16:48:30,installed,libtext-charwidth-perl,0.04-11build3
2025-08-05 16:48:30, installed, libtext-charwidth-perl                       , 0.04-11build3
2025-08-05 16:48:30,installed,libtext-iconv-perl,1.7-8build3
2025-08-05 16:48:30, installed, libtext-iconv-perl                           , 1.7-8build3
2025-08-05 16:48:30,installed,libtirpc-common,1.3.4+ds-1.1build1
2025-08-05 16:48:30, installed, libtirpc-common                              , 1.3.4+ds-1.1build1
2025-08-05 16:48:30,installed,libyaml-0-2,0.2.5-1build1
2025-08-05 16:48:30, installed, libyaml-0-2                                  , 0.2.5-1build1
2025-08-05 16:48:30,installed,media-types,10.1.0
2025-08-05 16:48:30, installed, media-types                                  , 10.1.0
2025-08-05 16:48:30,installed,xdg-user-dirs,0.18-1build1
2025-08-05 16:48:30, installed, xdg-user-dirs                                , 0.18-1build1
2025-08-05 16:48:30,installed,xkb-data,2.41-2ubuntu1
2025-08-05 16:48:30, installed, xkb-data                                     , 2.41-2ubuntu1
2025-08-05 16:48:31,installed,dhcpcd-base,1:10.0.6-1ubuntu3
2025-08-05 16:48:31, installed, dhcpcd-base                                  , 1:10.0.6-1ubuntu3
2025-08-05 16:48:31,installed,eject,2.39.3-9ubuntu6
2025-08-05 16:48:31, installed, eject                                        , 2.39.3-9ubuntu6
2025-08-05 16:48:31,installed,libcap2-bin,1:2.66-5ubuntu2
2025-08-05 16:48:31, installed, libcap2-bin                                  , 1:2.66-5ubuntu2
2025-08-05 16:48:31,installed,libdbus-1-3,1.14.10-4ubuntu4
2025-08-05 16:48:31, installed, libdbus-1-3                                  , 1.14.10-4ubuntu4
2025-08-05 16:48:31,installed,libelf1t64,0.190-1.1build4
2025-08-05 16:48:31, installed, libelf1t64                                   , 0.190-1.1build4
2025-08-05 16:48:31,installed,libfribidi0,1.0.13-3build1
2025-08-05 16:48:31, installed, libfribidi0                                  , 1.0.13-3build1
2025-08-05 16:48:31,installed,libglib2.0-data,2.80.0-6ubuntu1
2025-08-05 16:48:31, installed, libglib2.0-data                              , 2.80.0-6ubuntu1
2025-08-05 16:48:31,installed,libk5crypto3,1.20.1-6ubuntu2
2025-08-05 16:48:31, installed, libk5crypto3                                 , 1.20.1-6ubuntu2
2025-08-05 16:48:31,installed,libkrb5support0,1.20.1-6ubuntu2
2025-08-05 16:48:31, installed, libkrb5support0                              , 1.20.1-6ubuntu2
2025-08-05 16:48:31,installed,libmnl0,1.0.5-2build1
2025-08-05 16:48:31, installed, libmnl0                                      , 1.0.5-2build1
2025-08-05 16:48:31,installed,libnettle8t64,3.9.1-2.2build1
2025-08-05 16:48:31, installed, libnettle8t64                                , 3.9.1-2.2build1
2025-08-05 16:48:31,installed,libslang2,2.3.3-3build2
2025-08-05 16:48:31, installed, libslang2                                    , 2.3.3-3build2
2025-08-05 16:48:31,installed,libtext-wrapi18n-perl,0.06-10
2025-08-05 16:48:31, installed, libtext-wrapi18n-perl                        , 0.06-10
2025-08-05 16:48:31,installed,libunistring5,1.1-2build1
2025-08-05 16:48:31, installed, libunistring5                                , 1.1-2build1
2025-08-05 16:48:31,installed,libxtables12,1.8.10-3ubuntu2
2025-08-05 16:48:31, installed, libxtables12                                 , 1.8.10-3ubuntu2
2025-08-05 16:48:31,installed,locales,2.39-0ubuntu8
2025-08-05 16:48:31, installed, locales                                      , 2.39-0ubuntu8
2025-08-05 16:48:31,installed,sudo,1.9.15p5-3ubuntu5
2025-08-05 16:48:31, installed, sudo                                         , 1.9.15p5-3ubuntu5
2025-08-05 16:48:31,installed,systemd-timesyncd,255.4-1ubuntu8
2025-08-05 16:48:31, installed, systemd-timesyncd                            , 255.4-1ubuntu8
2025-08-05 16:48:31,installed,tzdata,2024a-2ubuntu1
2025-08-05 16:48:31, installed, tzdata                                       , 2024a-2ubuntu1
2025-08-05 16:48:31,installed,ubuntu-keyring,2023.11.28.1
2025-08-05 16:48:31, installed, ubuntu-keyring                               , 2023.11.28.1
2025-08-05 16:48:31,installed,ucf,3.0043+nmu1
2025-08-05 16:48:31, installed, ucf                                          , 3.0043+nmu1
2025-08-05 16:48:31,installed,udev,255.4-1ubuntu8
2025-08-05 16:48:31, installed, udev                                         , 255.4-1ubuntu8
2025-08-05 16:48:31,installed,vim-common,2:9.1.0016-1ubuntu7
2025-08-05 16:48:31, installed, vim-common                                   , 2:9.1.0016-1ubuntu7
2025-08-05 16:48:31,installed,xxd,2:9.1.0016-1ubuntu7
2025-08-05 16:48:31, installed, xxd                                          , 2:9.1.0016-1ubuntu7
2025-08-05 16:48:32,installed,dbus-bin,1.14.10-4ubuntu4
2025-08-05 16:48:32, installed, dbus-bin                                     , 1.14.10-4ubuntu4
2025-08-05 16:48:32,installed,dbus-session-bus-common,1.14.10-4ubuntu4
2025-08-05 16:48:32, installed, dbus-session-bus-common                      , 1.14.10-4ubuntu4
2025-08-05 16:48:32,installed,dbus-system-bus-common,1.14.10-4ubuntu4
2025-08-05 16:48:32, installed, dbus-system-bus-common                       , 1.14.10-4ubuntu4
2025-08-05 16:48:32,installed,distro-info,1.7build1
2025-08-05 16:48:32, installed, distro-info                                  , 1.7build1
2025-08-05 16:48:32,installed,dmsetup,2:1.02.185-3ubuntu3
2025-08-05 16:48:32, installed, dmsetup                                      , 2:1.02.185-3ubuntu3
2025-08-05 16:48:32,installed,gpgv,2.4.4-2ubuntu17
2025-08-05 16:48:32, installed, gpgv                                         , 2.4.4-2ubuntu17
2025-08-05 16:48:32,installed,iso-codes,4.16.0-1
2025-08-05 16:48:32, installed, iso-codes                                    , 4.16.0-1
2025-08-05 16:48:32,installed,libbpf1,1:1.3.0-2build2
2025-08-05 16:48:32, installed, libbpf1                                      , 1:1.3.0-2build2
2025-08-05 16:48:32,installed,libbsd0,0.12.1-1build1
2025-08-05 16:48:32, installed, libbsd0                                      , 0.12.1-1build1
2025-08-05 16:48:32,installed,libdb5.3t64,5.3.28+dfsg2-7
2025-08-05 16:48:32, installed, libdb5.3t64                                  , 5.3.28+dfsg2-7
2025-08-05 16:48:32,installed,libffi8,3.4.6-1build1
2025-08-05 16:48:32, installed, libffi8                                      , 3.4.6-1build1
2025-08-05 16:48:32,installed,libhogweed6t64,3.9.1-2.2build1
2025-08-05 16:48:32, installed, libhogweed6t64                               , 3.9.1-2.2build1
2025-08-05 16:48:32,installed,libkrb5-3,1.20.1-6ubuntu2
2025-08-05 16:48:32, installed, libkrb5-3                                    , 1.20.1-6ubuntu2
2025-08-05 16:48:32,installed,liblocale-gettext-perl,1.07-6ubuntu5
2025-08-05 16:48:32, installed, liblocale-gettext-perl                       , 1.07-6ubuntu5
2025-08-05 16:48:32,installed,libnewt0.52,0.52.24-2ubuntu2
2025-08-05 16:48:32, installed, libnewt0.52                                  , 0.52.24-2ubuntu2
2025-08-05 16:48:32,installed,libpam-cap,1:2.66-5ubuntu2
2025-08-05 16:48:32, installed, libpam-cap                                   , 1:2.66-5ubuntu2
2025-08-05 16:48:32,installed,libpopt0,1.19+dfsg-1build1
2025-08-05 16:48:32, installed, libpopt0                                     , 1.19+dfsg-1build1
2025-08-05 16:48:32,installed,libstdc++6,14-20240412-0ubuntu1
2025-08-05 16:48:32, installed, libstdc++6                                   , 14-20240412-0ubuntu1
2025-08-05 16:48:32,installed,libtasn1-6,4.19.0-3build1
2025-08-05 16:48:32, installed, libtasn1-6                                   , 4.19.0-3build1
2025-08-05 16:48:32,installed,libxxhash0,0.8.2-2build1
2025-08-05 16:48:32, installed, libxxhash0                                   , 0.8.2-2build1
2025-08-05 16:48:32,installed,logrotate,3.21.0-2build1
2025-08-05 16:48:32, installed, logrotate                                    , 3.21.0-2build1
2025-08-05 16:48:32,installed,lsb-release,12.0-2
2025-08-05 16:48:32, installed, lsb-release                                  , 12.0-2
2025-08-05 16:48:32,installed,netbase,6.4
2025-08-05 16:48:32, installed, netbase                                      , 6.4
2025-08-05 16:48:32,installed,openssl,3.0.13-0ubuntu3
2025-08-05 16:48:32, installed, openssl                                      , 3.0.13-0ubuntu3
2025-08-05 16:48:32,installed,python-apt-common,2.7.7ubuntu1
2025-08-05 16:48:32, installed, python-apt-common                            , 2.7.7ubuntu1
2025-08-05 16:48:32,installed,readline-common,8.2-4build1
2025-08-05 16:48:32, installed, readline-common                              , 8.2-4build1
2025-08-05 16:48:32,installed,systemd-hwe-hwdb,255.1.3
2025-08-05 16:48:32, installed, systemd-hwe-hwdb                             , 255.1.3
2025-08-05 16:48:33,installed,dbus-daemon,1.14.10-4ubuntu4
2025-08-05 16:48:33, installed, dbus-daemon                                  , 1.14.10-4ubuntu4
2025-08-05 16:48:33,installed,debconf-i18n,1.5.86ubuntu1
2025-08-05 16:48:33, installed, debconf-i18n                                 , 1.5.86ubuntu1
2025-08-05 16:48:33,installed,libidn2-0,2.3.7-2build1
2025-08-05 16:48:33, installed, libidn2-0                                    , 2.3.7-2build1
2025-08-05 16:48:33,installed,netcat-openbsd,1.226-1ubuntu2
2025-08-05 16:48:33, installed, netcat-openbsd                               , 1.226-1ubuntu2
2025-08-05 16:48:33,installed,rsyslog,8.2312.0-3ubuntu9
2025-08-05 16:48:33, installed, rsyslog                                      , 8.2312.0-3ubuntu9
2025-08-05 16:48:33,installed,vim-tiny,2:9.1.0016-1ubuntu7
2025-08-05 16:48:33, installed, vim-tiny                                     , 2:9.1.0016-1ubuntu7
2025-08-05 16:48:34,installed,ca-certificates,20240203
2025-08-05 16:48:34, installed, ca-certificates                              , 20240203
2025-08-05 16:48:34,installed,dbus,1.14.10-4ubuntu4
2025-08-05 16:48:34, installed, dbus                                         , 1.14.10-4ubuntu4
2025-08-05 16:48:34,installed,gir1.2-glib-2.0,2.80.0-6ubuntu1
2025-08-05 16:48:34, installed, gir1.2-glib-2.0                              , 2.80.0-6ubuntu1
2025-08-05 16:48:34,installed,libgirepository-1.0-1,1.80.1-1
2025-08-05 16:48:34, installed, libgirepository-1.0-1                        , 1.80.1-1
2025-08-05 16:48:34,installed,libglib2.0-0t64,2.80.0-6ubuntu1
2025-08-05 16:48:34, installed, libglib2.0-0t64                              , 2.80.0-6ubuntu1
2025-08-05 16:48:34,installed,libgssapi-krb5-2,1.20.1-6ubuntu2
2025-08-05 16:48:34, installed, libgssapi-krb5-2                             , 1.20.1-6ubuntu2
2025-08-05 16:48:34,installed,libicu74,74.2-1ubuntu3
2025-08-05 16:48:34, installed, libicu74                                     , 74.2-1ubuntu3
2025-08-05 16:48:34,installed,libp11-kit0,0.25.3-4ubuntu2
2025-08-05 16:48:34, installed, libp11-kit0                                  , 0.25.3-4ubuntu2
2025-08-05 16:48:34,installed,libpam-systemd,255.4-1ubuntu8
